Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.15,1,0.13283066,6,190.6872,2007,3,1,1,2269.0464
15.35,0,0.020441939,14,216.4508,2007,3,1,1,5426.27
12.6,0,0.037712875,10,64.4826,1985,1,2,3,2518.7214
15.35,0,0.013840784,5,65.2168,2002,3,1,1,958.752
18.25,0,0.060198496,15,162.9526,1987,0,2,1,1151.1682
11.8,0,0.008559557,8,117.2492,2004,2,1,1,2432.8332
9.27,0,0.061883353,4,147.905,1999,1,0,1,1647.855
12.6,0,0.052085615,10,242.8512,1985,1,2,3,5816.4288
12.8,1,0.039385992,10,224.8404,1998,3,2,0,1575.2828
15.0,0,0.064241345,7,45.206,1999,1,0,1,792.302
12.5,0,0.006759519,9,42.8112,1987,0,2,1,639.168
17.35,0,0.167243769,9,176.2712,1987,0,2,1,2988.1104
7.975,0,0.01469075,0,84.725,2009,1,2,2,1747.725
10.5,1,0.013551445,13,142.0154,2009,1,2,2,2410.8618
12.6,0,0.105085956,6,82.3908,1985,1,2,3,3691.1952
14.35,0,0.017038777,8,112.5228,1997,2,0,1,1989.4104
12.35,1,0.038718195,6,110.657,2007,3,1,1,2087.283
10.195,1,0.075291577,6,119.1808,1998,3,2,0,351.5424
18.5,1,0.0,5,148.7418,2002,3,1,1,2501.4106
11.5,0,0.0,13,119.5124,2009,1,2,2,829.5868
12.5,1,0.082085787,6,92.2488,2009,1,2,2,1358.232
12.6,0,0.095931002,14,198.5768,1985,1,2,3,6897.688
10.695,1,0.011448629,13,72.9038,2002,3,1,1,1034.6532
14.15,0,0.00879232,9,195.011,2004,2,1,1,1964.11
17.6,0,0.049167388,13,114.9176,2002,3,1,1,1946.7992
12.6,0,0.079046992,8,39.8506,1985,1,2,3,1480.0734
6.215,1,0.049580407,0,227.4062,1987,0,2,1,5191.2426
18.1,0,0.022399592,6,96.0094,1997,2,0,1,1808.9786
11.65,0,0.033926852,12,111.586,2002,3,1,1,3395.58
7.42,1,0.021617397,12,185.0582,2002,3,1,1,5201.2296
20.0,0,0.0814536,11,36.819,1999,1,0,1,768.999
17.75,0,0.07607772,0,112.4544,1999,1,0,1,2348.9424
14.0,1,0.135775701,5,54.564,1997,2,0,1,1597.92
15.35,1,0.0,6,193.0504,1999,1,0,1,2492.7552
6.13,0,0.076891526,4,61.5536,2002,3,1,1,796.2968
9.695,1,0.128543405,0,226.5404,2002,3,1,1,4500.808
20.25,1,0.014793357,4,191.5162,1997,2,0,1,3078.6592
12.6,1,0.066406853,5,259.7962,1985,1,2,3,5697.9164
15.85,1,0.007140468,13,40.848,1987,0,2,1,679.116
19.85,1,0.020858779,13,62.8194,1987,0,2,1,928.791
4.61,0,0.123346085,7,172.5396,2007,3,1,1,3663.2316
7.365,0,0.159937597,13,93.912,2004,2,1,1,1304.968
12.6,0,0.067128641,14,242.8486,1985,1,2,3,3420.8804
18.85,0,0.042736348,3,255.933,2002,3,1,1,3844.995
12.6,1,0.172629683,10,148.4708,1985,1,2,3,3761.77
11.3,0,0.007278512,10,196.7426,2004,2,1,1,2768.3964
7.405,0,0.0,4,205.7296,2007,3,1,1,4570.0512
15.7,1,0.03079807,13,252.9724,2007,3,1,1,3020.0688
7.72,0,0.12152072,6,118.244,1997,2,0,1,958.752
6.65,0,0.053591345,3,149.7734,2007,3,1,1,2375.5744
10.6,0,0.035163639,8,84.4224,1987,0,2,1,852.224
12.6,0,0.061470858,9,48.6034,1985,2,0,0,145.8102
15.85,0,0.043226398,15,37.5164,2004,2,1,1,270.3148
12.15,0,0.062640143,15,36.6532,2007,3,1,1,251.6724
11.35,1,0.06358394,4,89.4856,2007,3,1,1,1142.5128
20.1,0,0.077389797,8,60.8536,1987,0,2,1,1347.5792
15.7,1,0.00878535,10,204.998,2007,3,1,1,5366.348
12.6,1,0.136592891,10,238.0248,1985,2,0,0,711.0744
16.7,1,0.054937907,15,64.2168,2007,3,1,1,1661.8368
6.115,1,0.007084185,14,191.153,2007,3,1,1,3415.554
20.7,0,0.027052013,9,73.9354,2007,3,1,1,1655.1788
9.8,1,0.072863893,13,118.6098,2004,2,1,1,843.5686
12.6,0,0.244102315,13,148.076,1985,2,0,0,146.476
20.35,0,0.141789197,13,121.9072,2004,2,1,1,1347.5792
12.6,0,0.035414528,1,218.2166,1985,1,2,3,3701.1822
6.85,0,0.022864238,5,260.0594,1987,0,2,1,6018.1662
20.35,0,0.054011943,13,116.5466,1987,0,2,1,1885.5456
9.195,1,0.117462619,13,158.9578,2004,2,1,1,2246.4092
9.695,0,0.11411658,8,158.8604,1999,1,0,1,4436.8912
12.6,0,0.046124444,5,206.7954,1985,2,0,0,833.5816
11.65,1,0.075849167,13,85.1908,1997,2,0,1,2181.1608
6.035,1,0.065729039,0,188.324,1987,0,2,1,1491.392
18.2,0,0.097865088,9,221.8456,1998,3,2,0,884.1824
12.6,0,0.058827583,9,110.4912,1985,2,0,0,436.7648
7.63,0,0.061313057,14,93.3436,2009,1,2,2,1323.6104
6.385,1,0.123961415,13,33.2874,2002,3,1,1,141.1496
9.6,1,0.014270394,13,187.3872,2009,1,2,2,2647.2208
20.5,0,0.060847634,5,75.0696,1998,3,2,0,149.1392
12.6,0,0.0,6,253.0356,1985,1,2,3,11445.102
18.35,0,0.014103354,9,225.4746,2007,3,1,1,1346.2476
19.6,0,0.033901442,14,56.2614,1997,2,0,1,773.6596
14.15,1,0.024454052,6,197.211,2002,3,1,1,3731.809
12.6,1,0.0,4,55.9298,1985,2,0,0,107.8596
12.6,1,0.096730427,13,159.0262,1985,1,2,3,5887.6694
17.6,0,0.097198194,4,89.8856,2004,2,1,1,351.5424
19.0,1,0.066005186,6,188.4214,2007,3,1,1,2826.321
8.42,1,0.030890618,3,228.7352,1999,1,0,1,5954.9152
9.3,0,0.028498354,0,195.8136,1987,0,2,1,2332.9632
19.75,0,0.033883448,13,213.2902,2004,2,1,1,4247.804
6.78,0,0.066565644,6,185.324,1987,0,2,1,3914.904
12.6,0,0.169943195,8,116.2492,1985,2,0,0,115.8492
17.25,0,0.0,14,263.591,2002,3,1,1,788.973
15.3,1,0.084765192,3,215.0218,1997,2,0,1,1923.4962
15.7,1,0.027617046,3,168.279,1997,2,0,1,4074.696
17.85,0,0.052166995,13,121.7072,2004,2,1,1,2817.6656
12.6,1,0.0,4,184.2608,1985,1,2,3,6064.1064
15.3,0,0.038460297,9,104.0332,1998,3,2,0,205.0664
16.25,0,0.025789175,6,166.9474,2002,3,1,1,2863.6058
15.0,1,0.161301097,3,185.1266,1987,0,2,1,2213.1192
13.85,0,0.034640466,7,116.1492,2002,3,1,1,1274.3412
12.6,0,0.0,4,89.1856,1985,1,2,3,2109.2544
13.8,1,0.064307102,6,77.3012,1999,1,0,1,1593.9252
7.475,0,0.076036381,9,153.9656,2009,1,2,2,2625.9152
18.7,1,0.071091591,5,228.601,2007,3,1,1,4823.721
12.5,0,0.187841082,3,119.244,1998,3,2,0,119.844
15.85,0,0.043234574,15,38.3164,1997,2,0,1,540.6296
12.6,0,0.026055106,6,169.5474,1985,1,2,3,4211.185
20.75,0,0.109153001,13,161.3578,2009,1,2,2,4492.8184
5.82,0,0.08062523,9,168.379,2004,2,1,1,1188.453
5.785,1,0.0901292,6,89.8856,1998,3,2,0,175.7712
13.1,1,0.098938169,5,195.7768,1999,1,0,1,4138.6128
10.1,1,0.0,6,225.1088,1987,0,2,1,3579.3408
16.75,0,0.032580547,8,192.1162,2004,2,1,1,3848.324
12.6,0,0.097937252,10,98.9042,1985,1,2,3,4960.21
17.1,1,0.0,6,208.5638,1999,1,0,1,5383.6588
7.42,0,0.020391845,13,248.9092,1997,2,0,1,2241.0828
7.51,0,0.103813029,13,113.7544,1997,2,0,1,671.1264
12.6,0,0.031069203,3,179.6686,1985,2,0,0,177.7686
12.6,0,0.062294473,13,242.417,1985,2,0,0,486.034
19.2,1,0.022914478,6,181.195,2004,2,1,1,2380.235
18.6,0,0.152058281,2,99.9358,1997,2,0,1,201.0716
7.105,0,0.044991294,9,59.2562,2009,1,2,2,651.8182
4.92,0,0.046214971,0,199.8084,2007,3,1,1,3968.168
11.0,1,0.13312044,3,221.5798,2004,2,1,1,4187.2162
7.68,0,0.255348289,8,84.4224,1998,3,2,0,170.4448
13.15,0,0.036879539,5,181.3976,2007,3,1,1,3078.6592
7.52,1,0.044202545,0,182.995,2009,1,2,2,4394.28
8.895,1,0.137858955,5,162.1236,1999,1,0,1,2577.9776
4.805,1,0.037668051,4,126.7704,1987,0,2,1,2628.5784
12.6,0,0.224837308,6,112.7886,1985,2,0,0,222.3772
7.785,0,0.089069748,6,62.751,2009,1,2,2,1707.777
8.975,1,0.053027398,3,86.0224,2007,3,1,1,1278.336
12.6,0,0.118099673,9,262.891,1985,1,2,3,5522.811
9.3,0,0.0,5,182.9292,2007,3,1,1,4013.4424
10.895,0,0.137023446,4,263.7568,1999,1,0,1,7646.0472
15.0,1,0.026950104,0,220.9456,2009,1,2,2,1768.3648
12.15,0,0.0,8,224.4404,2009,1,2,2,5626.01
16.7,1,0.119362812,6,180.3976,1987,0,2,1,3078.6592
15.1,1,0.067350054,13,257.3304,2009,1,2,2,3874.956
8.02,0,0.0,9,157.7972,1987,0,2,1,1713.7692
19.35,1,0.049712775,6,78.2644,1999,1,0,1,1492.7236
20.7,1,0.122208091,5,119.7466,2007,3,1,1,4006.7844
12.6,0,0.138742518,13,147.476,1985,1,2,3,3368.948
4.59,0,0.070780558,14,114.586,1997,2,0,1,1245.046
18.1,0,0.037492325,6,95.5094,1998,3,2,0,95.2094
12.85,0,0.053527105,8,185.1608,1999,1,0,1,2388.8904
16.75,0,0.076164013,8,34.0532,2007,3,1,1,575.2512
14.85,1,0.009995002,13,154.463,2007,3,1,1,3755.112
8.235,0,0.08259502,0,149.1076,2002,3,1,1,1182.4608
6.425,0,0.063122753,2,131.3626,1987,0,2,1,262.3252
6.59,0,0.105597316,6,83.4908,1997,2,0,1,1342.2528
12.6,1,0.021863506,6,247.0092,1985,1,2,3,5478.2024
12.6,0,0.063800266,8,123.0414,1985,1,2,3,4629.9732
6.36,0,0.006012413,9,163.0526,2007,3,1,1,1644.526
17.35,1,0.063207198,0,89.383,2007,3,1,1,1258.362
8.6,0,0.069809115,9,90.5146,2007,3,1,1,729.7168
17.7,0,0.011660463,5,96.541,2009,1,2,2,2220.443
7.6,1,0.142410775,15,171.9448,1997,2,0,1,3749.7856
19.6,0,0.024226902,4,48.7718,1997,2,0,1,236.359
12.6,0,0.082440705,9,61.3194,1985,1,2,3,2043.3402
9.3,0,0.066918731,5,184.2292,2002,3,1,1,1641.8628
20.2,0,0.074390007,9,91.4462,2002,3,1,1,1943.4702
11.35,1,0.005530516,6,171.179,1997,2,0,1,4923.591
16.5,0,0.028579565,13,90.3146,2007,3,1,1,2554.0088
17.1,0,0.038705317,9,165.0842,1987,0,2,1,2320.9788
4.88,1,0.0,0,53.1298,2004,2,1,1,808.947
10.195,0,0.108004532,13,148.7076,2007,3,1,1,1330.2684
12.8,1,0.023626808,10,223.2404,2009,1,2,2,2475.4444
12.6,0,0.070660449,6,180.4002,1985,2,0,0,716.4008
8.05,1,0.078719835,6,258.5646,2009,1,2,2,3091.9752
20.6,1,0.046208155,13,178.0344,2009,1,2,2,1605.9096
6.32,0,0.012769753,10,39.9822,2009,1,2,2,78.5644
5.465,1,0.048486801,0,131.2626,1987,0,2,1,3410.2276
18.25,0,0.132596101,5,226.2062,1998,3,2,0,677.1186
14.5,1,0.128459481,0,102.0332,1999,1,0,1,2050.664
15.7,0,0.161317495,9,57.5562,2009,1,2,2,829.5868
9.6,0,0.011211251,9,166.9184,1998,3,2,0,660.4736
20.7,1,0.114294512,4,94.9436,1999,1,0,1,1229.0668
6.055,0,0.031103357,6,159.9578,1997,2,0,1,2727.7826
5.655,0,0.085274988,6,165.05,1997,2,0,1,2330.3
6.78,0,0.066892471,6,186.424,2009,1,2,2,1304.968
12.6,0,0.078764059,4,241.3854,1985,2,0,0,483.3708
6.865,1,0.036042939,5,244.4486,2007,3,1,1,4153.9262
6.61,1,0.04855968,13,188.4898,1998,3,2,0,187.0898
12.6,0,0.082602127,0,120.9756,1985,1,2,3,3877.6192
12.6,0,0.064240743,8,121.9414,2002,3,1,1,1462.0968
6.055,0,0.031230059,6,160.3578,2009,1,2,2,1765.0358
20.2,0,0.100114941,9,188.3898,2002,3,1,1,3554.7062
12.6,1,0.22417463,13,168.8816,1985,2,0,0,167.7816
14.15,0,0.035943717,14,40.5138,1997,2,0,1,446.7518
16.5,1,0.06619442,2,184.4292,1987,0,2,1,3101.2964
13.3,1,0.071439051,6,61.0536,2004,2,1,1,1898.8616
9.195,0,0.108059141,13,181.7634,1999,1,0,1,6179.9556
12.6,0,0.026216144,5,207.5954,1985,1,2,3,6668.6528
9.0,0,0.085938463,13,168.6816,2004,2,1,1,1342.2528
15.7,1,0.008734284,10,207.898,2004,2,1,1,3095.97
18.1,0,0.049016517,9,128.7336,1999,1,0,1,2173.1712
12.6,0,0.111554381,13,59.822,1985,1,2,3,1677.816
15.7,1,0.030672457,13,253.1724,1999,1,0,1,5285.1204
9.195,1,0.077995641,10,107.1596,1987,0,2,1,2804.3496
12.6,0,0.085715273,5,146.6076,1985,1,2,3,1773.6912
13.85,1,0.056432784,2,234.93,2002,3,1,1,4660.6
20.2,0,0.066200667,9,61.451,2009,1,2,2,126.502
12.6,1,0.245542627,12,172.2764,1985,2,0,0,171.7764
13.65,1,0.0127517,13,55.5588,1997,2,0,1,1603.2464
15.0,1,0.077949334,10,238.7248,1987,0,2,1,2133.2232
10.695,0,0.064022881,9,36.0848,2009,1,2,2,372.848
12.6,1,0.182407266,4,109.157,1985,1,2,3,1867.569
14.0,1,0.136328794,5,54.864,2009,1,2,2,319.584
6.655,0,0.016958832,6,210.0586,1997,2,0,1,4221.172
16.5,1,0.068125756,3,101.199,1997,2,0,1,1031.99
9.6,1,0.02734361,13,257.8304,1997,2,0,1,1808.3128
6.55,1,0.034658144,1,155.8288,1999,1,0,1,1099.9016
16.25,0,0.0,3,89.8804,2007,3,1,1,1102.5648
15.25,1,0.065841719,13,179.866,1987,0,2,1,2696.49
9.695,1,0.029158763,3,174.537,2004,2,1,1,1235.059
12.6,0,0.063649582,5,74.7696,1985,2,0,0,74.5696
16.0,0,0.05706009,4,225.0404,1997,2,0,1,4950.8888
15.85,0,0.11566015,1,218.3166,1998,3,2,0,435.4332
12.6,0,0.075691713,6,98.241,1985,1,2,3,2220.443
18.85,0,0.167844438,9,193.9136,1999,1,0,1,3110.6176
6.215,1,0.049722335,0,224.5062,2002,3,1,1,4514.124
12.6,0,0.14095631,3,167.7132,1985,1,2,3,3889.6036
11.8,0,0.058827557,8,80.8618,1999,1,0,1,1288.9888
7.325,0,0.093765794,6,90.3146,2009,1,2,2,1733.0774
10.5,0,0.048092816,7,159.2946,1999,1,0,1,1893.5352
15.7,1,0.018968743,6,61.9536,2002,3,1,1,1225.072
12.6,0,0.024032484,6,124.973,1985,1,2,3,2463.46
13.0,1,0.070444232,13,63.4484,2002,3,1,1,1043.9744
13.5,1,0.125469442,13,264.491,1999,1,0,1,6574.775
6.865,0,0.01405025,14,128.9652,2009,1,2,2,1679.1476
7.785,0,0.139436695,4,103.0306,1987,0,2,1,2404.2038
17.7,1,0.016593506,6,46.9034,2004,2,1,1,972.068
20.2,0,0.124261614,9,93.6462,1998,3,2,0,277.6386
7.855,0,0.011261165,3,189.5188,1997,2,0,1,1904.188
6.36,0,0.120520818,6,45.906,2004,2,1,1,419.454
17.0,1,0.015965308,13,229.4352,1997,2,0,1,4809.7392
5.78,0,0.096386227,1,163.5552,1997,2,0,1,1787.0072
11.5,0,0.073029341,6,187.953,2002,3,1,1,2656.542
12.6,1,0.043443753,6,158.1946,1985,1,2,3,6942.9624
18.2,0,0.049520593,6,147.3734,2009,1,2,2,2375.5744
18.25,0,0.079152918,5,223.8062,1987,0,2,1,4288.4178
12.6,0,0.048741487,1,60.4194,1987,0,2,1,990.7104
8.575,1,0.071958197,4,195.3794,1999,1,0,1,3511.4292
18.2,0,0.162147349,6,37.719,2009,1,2,2,549.285
8.115,1,0.05382735,3,155.2972,1998,3,2,0,311.5944
12.65,0,0.069565759,10,52.4324,2002,3,1,1,571.2564
12.6,0,0.056019324,5,40.0454,1985,1,2,3,419.454
8.775,0,0.109911272,4,41.9428,1997,2,0,1,1537.998
5.94,1,0.029366813,1,187.7556,2004,2,1,1,3755.112
18.85,0,0.055347985,0,131.5284,2004,2,1,1,1581.9408
9.8,1,0.0,0,49.2008,1987,0,2,1,657.8104
12.65,1,0.156926608,6,238.3538,2007,3,1,1,5528.1374
20.7,0,0.039405676,9,149.8366,2009,1,2,2,2267.049
14.65,0,0.170176516,7,55.2614,1987,0,2,1,718.3982
12.6,0,0.033777629,5,222.8456,1985,1,2,3,7073.4592
15.85,0,0.057546914,13,55.8956,2009,1,2,2,491.3604
17.25,1,0.160095901,6,61.5194,2007,3,1,1,1052.6298
16.0,1,0.099832728,5,87.4856,2007,3,1,1,263.6568
6.32,0,0.012717946,10,40.2822,1997,2,0,1,628.5152
6.525,0,0.090278634,9,86.7882,2004,2,1,1,1975.4286
6.695,0,0.0,15,191.882,1987,0,2,1,3861.64
14.85,1,0.009958941,13,157.963,2002,3,1,1,2816.334
17.1,0,0.032678839,5,150.7392,1999,1,0,1,3131.9232
10.3,1,0.0,6,115.0176,1987,0,2,1,4122.6336
19.7,0,0.077849003,0,179.166,1987,0,2,1,3056.022
10.695,1,0.011443222,13,73.5038,1999,1,0,1,1478.076
7.285,0,0.031214809,9,177.1054,2002,3,1,1,2626.581
17.7,0,0.051146565,9,127.3678,2009,1,2,2,3306.3628
18.25,0,0.015302653,13,198.0084,1999,1,0,1,793.6336
5.175,1,0.04937018,13,106.7622,1998,3,2,0,211.7244
5.635,0,0.0,0,148.705,1999,1,0,1,1198.44
6.035,0,0.236433601,13,155.5998,1998,3,2,0,153.7998
14.8,0,0.081372267,10,191.4846,2009,1,2,2,3057.3536
18.25,1,0.18329488,4,111.657,1997,2,0,1,1537.998
16.1,1,0.06358934,4,179.4318,2009,1,2,2,360.8636
16.75,0,0.060792265,4,170.4106,2009,1,2,2,513.3318
17.7,1,0.0,15,184.3924,1997,2,0,1,4257.1252
8.88,0,0.098775709,9,208.927,1999,1,0,1,7130.718
18.2,0,0.270300331,6,38.319,1998,3,2,0,109.857
11.15,0,0.119852889,4,44.9744,1987,0,2,1,498.0184
20.0,0,0.034563936,0,45.3086,2007,3,1,1,490.6946
7.935,0,0.031710329,9,263.091,1987,0,2,1,5522.811
20.1,0,0.074778547,4,110.7228,2002,3,1,1,1657.842
13.65,1,0.013035609,6,114.7834,2004,2,1,1,3455.502
6.635,1,0.046277956,5,36.7506,2009,1,2,2,75.9012
18.25,0,0.0793795,5,226.1062,2002,3,1,1,6771.186
11.15,0,0.073783159,11,66.0142,2007,3,1,1,988.713
19.5,0,0.01572192,9,185.6608,2004,2,1,1,918.804
6.48,0,0.033952603,13,148.2076,1999,1,0,1,3399.5748
11.15,1,0.105220024,0,102.7648,1987,0,2,1,1142.5128
5.985,0,0.095715608,5,125.8678,1987,0,2,1,3560.6984
7.27,0,0.046822808,8,99.3384,2007,3,1,1,2759.0752
6.78,1,0.0,6,227.5694,1999,1,0,1,3653.9104
9.195,1,0.04731256,5,50.7666,2009,1,2,2,512.666
19.5,1,0.077108099,14,232.8958,1987,0,2,1,5608.6992
6.59,0,0.106027474,6,83.9908,2009,1,2,2,1426.1436
7.51,0,0.01742908,6,229.601,1997,2,0,1,6201.927
12.6,0,0.073229342,9,254.1014,1985,2,0,0,255.0014
12.6,0,0.157257637,5,215.0192,1985,2,0,0,1078.596
12.6,0,0.039988162,5,55.7298,1985,1,2,3,1024.6662
12.5,0,0.081119484,10,220.0798,2004,2,1,1,1322.2788
17.0,0,0.052421981,8,123.773,2009,1,2,2,1231.73
12.6,0,0.070791391,8,46.4086,1985,1,2,3,2007.387
12.65,0,0.069817659,10,53.5324,2007,3,1,1,830.9184
12.5,1,0.109971578,6,82.7592,2004,2,1,1,577.9144
18.7,1,0.091950972,10,184.2292,2009,1,2,2,1277.0044
11.0,1,0.133145617,3,218.4798,1997,2,0,1,2203.798
12.6,0,0.046609281,9,248.6776,1985,2,0,0,495.3552
7.35,0,0.028652919,6,40.5454,2002,3,1,1,545.2902
10.895,0,0.136696892,4,264.5568,1987,0,2,1,5536.7928
17.2,1,0.012002075,3,165.3184,1987,0,2,1,990.7104
15.5,1,0.025513973,0,83.7934,2007,3,1,1,1474.0812
7.905,0,0.064194304,7,229.4694,2002,3,1,1,2055.3246
9.8,0,0.013920032,14,45.006,2007,3,1,1,792.302
11.6,1,0.079251097,5,79.2276,2009,1,2,2,649.8208
12.6,1,0.121043709,0,59.422,1985,1,2,3,1078.596
12.6,0,0.048545853,1,60.1194,1985,1,2,3,1114.5492
5.825,0,0.091467933,9,159.7894,2004,2,1,1,1294.3152
16.35,0,0.0,6,196.3426,2009,1,2,2,1384.1982
14.7,0,0.020916223,7,141.8128,2004,2,1,1,1869.5664
11.6,0,0.0,14,141.9154,2004,2,1,1,992.7078
16.75,0,0.104768536,13,155.163,1987,0,2,1,2972.797
12.5,0,0.020680499,1,197.2742,1987,0,2,1,2587.9646
12.6,1,0.123727659,4,253.0356,1998,3,2,0,254.3356
12.35,0,0.163805509,9,117.6124,1987,0,2,1,3910.9092
13.35,0,0.065082452,0,93.0804,2002,3,1,1,2113.2492
12.6,1,0.182128363,0,165.65,1985,2,0,0,665.8
12.6,1,0.01871404,6,223.4772,1985,1,2,3,7116.0704
12.6,0,0.159096908,7,129.3336,1985,2,0,0,127.8336
6.63,1,0.103935018,0,166.85,1987,0,2,1,5326.4
6.61,1,0.029129907,13,188.4898,2009,1,2,2,4677.245
19.6,1,0.128011859,13,166.8816,2004,2,1,1,1845.5976
13.6,1,0.119850541,4,234.53,2007,3,1,1,6524.84
12.6,0,0.073985248,13,252.5724,1985,1,2,3,3271.7412
19.25,1,0.027233781,10,197.511,2007,3,1,1,982.055
12.6,0,0.079440262,14,86.7882,1985,2,0,0,85.8882
20.0,1,0.060022526,0,168.7132,2002,3,1,1,6426.3016
12.6,0,0.02110482,3,217.0824,1985,1,2,3,6769.8544
20.75,0,0.181958524,13,161.0578,1998,3,2,0,481.3734
7.235,0,0.058222587,13,114.8834,1999,1,0,1,3340.3186
12.6,0,0.054723717,8,36.6874,1985,1,2,3,1058.622
6.78,0,0.066724663,6,187.724,1999,1,0,1,1491.392
7.3,0,0.144167934,5,146.3076,1998,3,2,0,886.8456
12.3,0,0.052458358,9,188.753,1987,0,2,1,3795.06
16.85,0,0.139985583,13,145.276,2009,1,2,2,2490.092
14.65,1,0.099286298,13,49.8666,1999,1,0,1,563.9326
15.6,0,0.037680711,13,123.7704,2004,2,1,1,3129.26
17.35,0,0.168064909,9,176.2712,2009,1,2,2,1230.3984
16.0,0,0.090111173,4,141.3154,1999,1,0,1,3261.7542
17.0,0,0.136286138,6,170.9106,2009,1,2,2,1197.7742
11.5,1,0.125857678,5,100.5358,2002,3,1,1,2111.2518
5.695,1,0.067700925,1,256.5988,1997,2,0,1,2055.9904
15.2,0,0.112896669,14,36.0848,1997,2,0,1,1193.1136
9.1,0,0.173973652,0,126.5362,1987,0,2,1,1761.7068
16.85,0,0.0,13,146.076,2007,3,1,1,2636.568
11.15,0,0.073516952,11,65.9142,2002,3,1,1,790.9704
17.0,0,0.119285634,5,247.4434,1987,0,2,1,2980.1208
7.47,1,0.153011599,5,215.2218,2007,3,1,1,3419.5488
20.7,0,0.04875891,6,37.3506,1997,2,0,1,834.9132
15.6,1,0.105276162,13,173.2764,2004,2,1,1,3779.0808
17.7,1,0.122123201,10,100.7674,2002,3,1,1,814.9392
13.0,0,0.082970667,9,60.0194,1999,1,0,1,1114.5492
14.0,1,0.029782937,4,146.3786,2002,3,1,1,866.8716
18.85,1,0.067953506,4,119.044,1997,2,0,1,2396.88
15.7,0,0.03722507,14,182.4634,2004,2,1,1,1999.3974
15.85,0,0.020487625,9,44.0112,1997,2,0,1,468.7232
6.175,1,0.179077475,10,94.3752,1997,2,0,1,1342.2528
12.6,0,0.037131628,3,216.4824,1985,2,0,0,218.3824
16.0,1,0.017547958,10,48.3718,2004,2,1,1,614.5334
13.15,0,0.093191195,9,158.1604,2007,3,1,1,1426.1436
16.5,1,0.079875237,6,102.7332,2002,3,1,1,1537.998
14.65,0,0.01125332,11,57.0614,2007,3,1,1,939.4438
13.5,1,0.125170423,13,261.491,1987,0,2,1,3418.883
10.1,0,0.032152004,3,50.6008,1999,1,0,1,404.8064
11.85,1,0.056033565,0,51.4666,2007,3,1,1,974.0654
9.285,1,0.021049215,13,161.0578,2002,3,1,1,2406.867
12.8,1,0.023526504,10,223.5404,2004,2,1,1,5626.01
6.235,0,0.020229757,9,260.8962,1999,1,0,1,5956.9126
12.15,0,0.131445848,5,246.846,2002,3,1,1,6404.996
12.6,0,0.083862625,8,44.077,1985,2,0,0,216.385
12.35,1,0.18614827,0,78.2328,1999,1,0,1,1158.492
9.195,1,0.204713036,6,101.0016,1998,3,2,0,202.4032
16.2,0,0.036057562,6,260.3278,2009,1,2,2,2342.9502
7.285,0,0.031327839,9,174.6054,2007,3,1,1,2976.7918
7.05,1,0.055558509,1,224.7088,1997,2,0,1,3131.9232
12.6,0,0.0,5,109.9254,1985,2,0,0,108.5254
14.5,1,0.063863551,1,262.3594,1997,2,0,1,4448.2098
13.35,0,0.0,4,75.7012,2007,3,1,1,1442.1228
11.5,0,0.0,6,128.4652,1999,1,0,1,2841.6344
12.1,0,0.016852909,7,180.666,1999,1,0,1,2876.256
11.8,1,0.094037241,13,124.5704,2009,1,2,2,1001.3632
7.05,0,0.085312137,13,107.4912,2009,1,2,2,982.7208
12.6,0,0.053764023,12,195.7768,1985,1,2,3,3547.3824
18.75,0,0.010365546,9,207.0954,1997,2,0,1,3125.931
19.25,1,0.027135522,10,196.311,2002,3,1,1,3142.576
16.2,0,0.0,3,100.57,1987,0,2,1,1398.18
8.31,1,0.116148596,13,176.0028,2009,1,2,2,4427.57
13.1,0,0.075363922,4,73.8354,2007,3,1,1,1956.1204
13.5,0,0.021496403,6,180.5976,1997,2,0,1,3078.6592
11.15,1,0.085931544,13,169.679,1997,2,0,1,1018.674
7.5,0,0.096806008,9,56.2588,2009,1,2,2,687.1056
12.6,0,0.04778563,7,156.5946,1985,1,2,3,3787.0704
15.6,1,0.105725004,13,169.9764,2009,1,2,2,2748.4224
12.6,0,0.148764535,13,111.1912,1985,2,0,0,109.1912
6.78,0,0.066997921,6,186.524,2007,3,1,1,2609.936
16.0,0,0.040938155,13,141.1496,2004,2,1,1,4516.7872
12.6,1,0.014661762,3,89.1172,1985,1,2,3,2319.6472
10.5,0,0.048213766,7,159.6946,2009,1,2,2,3629.2758
17.1,0,0.032761024,5,148.8392,2009,1,2,2,2087.9488
7.535,0,0.0,14,121.644,2002,3,1,1,1557.972
15.1,0,0.025988508,5,146.6076,2004,2,1,1,2364.9216
15.1,0,0.026140452,5,149.0076,2007,3,1,1,4138.6128
10.0,0,0.025932408,3,264.7226,2009,1,2,2,3171.8712
20.85,0,0.098170402,15,224.0746,2007,3,1,1,2243.746
16.7,1,0.119439636,6,182.1976,2004,2,1,1,724.3904
8.315,1,0.059540542,0,143.6444,1998,3,2,0,145.1444
12.6,0,0.044122209,13,173.8054,1985,2,0,0,175.1054
16.75,0,0.081304829,6,258.4988,2004,2,1,1,4111.9808
12.6,0,0.081014461,0,98.8384,1985,2,0,0,492.692
